line_id,bus0_id,bus1_id,voltage_kv,length_pdf,in_csv,geometry,connection_type,length_km,r_pu,x_pu,b_pu,rating_mva
L0135,127,128,66,75.973,False,"[[166.2, 364.711], [158.16, 349.231], [149.4, 325.591], [144.72, 321.391], [141.12, 310.831], [128.76, 300.871]]",actual,12.9154,0.008895,0.113558,0.00154151,50.0
L0136,127,154,66,63.052,False,"[[173.16, 425.791], [172.8, 400.711], [164.04, 375.271], [164.76, 364.231]]",actual,10.7188,0.007382,0.094245,0.00127934,50.0
L0137,131,132,66,19.993,False,"[[566.4, 787.351], [566.295, 788.297], [566.197, 789.26], [566.105, 790.239], [566.018, 791.232], [565.935, 792.236], [565.856, 793.249], [565.779, 794.27], [565.705, 795.296], [565.632, 796.326], [565.56, 797.356], [565.488, 798.386], [565.415, 799.413], [565.341, 800.434], [565.264, 801.449], [565.185, 802.454], [565.102, 803.449], [565.015, 804.429], [564.923, 805.395], [564.824, 806.343], [564.72, 807.271]]",actual,3.3988,0.002341,0.029884,0.00040566,50.0
113C,134,135,66,10.952,False,"[[567.12, 729.391], [576.12, 723.151]]",actual,1.8618,0.001282,0.01637,0.00022222,50.0
171B,134,177,66,20.791,False,"[[551.04, 736.951], [555.72, 736.591], [560.64, 732.991], [568.44, 734.911], [570.0, 733.711]]",actual,3.5345,0.002434,0.031077,0.00042185,50.0
L0138,137,157,66,30.139,False,"[[378.36, 710.431], [408.48, 709.351]]",actual,5.1236,0.003529,0.045049,0.00061153,50.0
L0139,137,229,66,170.707,False,"[[373.08, 711.751], [372.28, 711.898], [371.5, 712.049], [370.737, 712.205], [369.99, 712.366], [369.255, 712.529], [368.531, 712.696], [367.816, 712.866], [367.107, 713.038], [366.402, 713.211], [365.7, 713.386], [364.998, 713.562], [364.293, 713.738], [363.584, 713.915], [362.869, 714.091], [362.145, 714.266], [361.41, 714.439], [360.663, 714.611], [359.9, 714.781], [359.12, 714.947], [358.32, 715.111], [328.08, 737.431], [305.04, 749.791], [294.96, 749.791], [274.92, 764.671], [260.16, 801.751], [246.606, 811.82]]",actual,29.0202,0.019986,0.255159,0.00346369,50.0
L0140,138,229,66,46.636,False,"[[246.606, 811.82], [239.16, 817.351], [228.48, 825.391], [226.32, 840.751], [226.05, 840.869], [225.745, 841.004], [225.411, 841.156], [225.049, 841.321], [224.664, 841.499], [224.26, 841.688], [223.841, 841.884], [223.409, 842.088], [222.969, 842.295], [222.525, 842.506], [222.08, 842.718], [221.637, 842.928], [221.201, 843.136], [220.775, 843.339], [220.363, 843.536], [219.969, 843.723], [219.595, 843.901], [219.247, 844.066], [218.927, 844.217], [218.64, 844.351]]",actual,7.9281,0.00546,0.069708,0.00094626,50.0
L0141,139,140,66,11.958,False,"[[720.0, 232.231], [721.8, 237.751], [719.64, 243.511]]",actual,2.0329,0.0014,0.017874,0.00024263,50.0
L0142,144,145,66,27.849,False,"[[514.8, 449.791], [536.64, 467.071]]",actual,4.7343,0.003261,0.041626,0.00056506,50.0
L0143,150,151,66,14.76,False,"[[486.48, 612.391], [499.8, 618.751]]",actual,2.5092,0.001728,0.022062,0.00029948,50.0
L0144,152,153,66,12.225,False,"[[67.2, 542.671], [77.64, 549.031]]",actual,2.0783,0.001431,0.018273,0.00024805,50.0
171F,156,157,66,25.632,False,"[[433.08, 702.151], [408.48, 709.351]]",actual,4.3574,0.003001,0.038313,0.00052008,50.0
L0145,167,168,66,11.433,False,"[[453.48, 501.031], [448.56, 490.711]]",actual,1.9436,0.001339,0.017089,0.00023198,50.0
L0146,170,208,66,52.028,False,"[[759.84, 341.911], [763.2, 333.031], [761.52, 327.031], [766.2, 291.031]]",actual,8.8448,0.006091,0.077767,0.00105566,50.0
L0147,179,180,66,112.261,False,"[[194.28, 166.831], [198.72, 189.391], [186.6, 219.151], [185.833, 219.132], [185.013, 219.112], [184.145, 219.09], [183.236, 219.068], [182.291, 219.044], [181.317, 219.021], [180.318, 218.997], [179.302, 218.973], [178.274, 218.949], [177.24, 218.926], [176.206, 218.904], [175.178, 218.883], [174.162, 218.864], [173.163, 218.846], [172.189, 218.831], [171.244, 218.817], [170.335, 218.806], [169.467, 218.798], [168.647, 218.793], [167.88, 218.791], [161.76, 180.871]]",actual,19.0844,0.013144,0.167799,0.0022778,50.0
L0148,179,181,66,96.987,False,"[[192.12, 152.911], [224.28, 114.511], [228.24, 120.751], [228.12, 126.031], [222.84, 132.751], [223.08, 158.431]]",actual,16.4878,0.011355,0.144968,0.00196789,50.0
L0149,179,191,66,13.682,False,"[[207.6, 162.991], [194.4, 166.591]]",actual,2.3259,0.001602,0.020451,0.00027761,50.0
L0150,180,192,66,11.001,False,"[[160.92, 170.791], [171.6, 168.151]]",actual,1.8702,0.001288,0.016443,0.00022321,50.0
L0151,181,182,66,25.019,False,"[[227.4, 161.071], [231.96, 136.471]]",actual,4.2532,0.002929,0.037396,0.00050764,50.0
L0152,181,184,66,25.721,False,"[[226.8, 166.351], [225.898, 167.16], [224.993, 167.999], [224.085, 168.865], [223.174, 169.755], [222.261, 170.666], [221.345, 171.592], [220.427, 172.532], [219.508, 173.482], [218.587, 174.438], [217.665, 175.396], [216.742, 176.354], [215.819, 177.307], [214.895, 178.252], [213.971, 179.186], [213.047, 180.104], [212.124, 181.005], [211.201, 181.883], [210.279, 182.736], [209.359, 183.56], [208.44, 184.351]]",actual,4.3726,0.003011,0.038446,0.00052189,50.0
L0153,181,191,66,19.707,False,"[[226.8, 158.551], [207.6, 162.991]]",actual,3.3502,0.002307,0.029456,0.00039986,50.0
L0154,181,195,66,28.856,False,"[[222.84, 164.071], [198.72, 179.911]]",actual,4.9055,0.003378,0.043132,0.0005855,50.0
L0155,181,202,66,42.88,False,"[[251.88, 197.431], [251.157, 196.714], [250.361, 195.936], [249.5, 195.102], [248.582, 194.221], [247.616, 193.299], [246.61, 192.342], [245.571, 191.358], [244.507, 190.354], [243.428, 189.336], [242.34, 188.311], [241.252, 187.286], [240.173, 186.268], [239.109, 185.264], [238.07, 184.28], [237.064, 183.324], [236.098, 182.401], [235.18, 181.52], [234.319, 180.687], [233.523, 179.908], [232.8, 179.191], [228.24, 163.351]]",actual,7.2896,0.00502,0.064094,0.00087005,50.0
L0156,182,201,66,44.443,False,"[[231.0, 136.951], [231.108, 136.483], [231.216, 136.015], [231.324, 135.547], [231.432, 135.079], [231.54, 134.611], [231.648, 134.143], [231.756, 133.675], [231.864, 133.207], [231.972, 132.739], [232.08, 132.271], [232.188, 131.803], [232.296, 131.335], [232.404, 130.867], [232.512, 130.399], [232.62, 129.931], [232.728, 129.463], [232.836, 128.995], [232.944, 128.527], [233.052, 128.059], [233.16, 127.591], [233.16, 118.111], [233.874, 117.183], [234.611, 116.235], [235.368, 115.27], [236.144, 114.289], [236.934, 113.296], [237.738, 112.292], [238.552, 111.279], [239.375, 110.26], [240.203, 109.237], [241.035, 108.211], [241.868, 107.186], [242.699, 106.162], [243.526, 105.143], [244.346, 104.13], [245.158, 103.126], [245.959, 102.133], [246.746, 101.153], [247.516, 100.187], [248.269, 99.24], [249.0, 98.311]]",actual,7.5553,0.005203,0.06643,0.00090176,50.0
L0157,183,184,66,24.6,False,"[[208.44, 183.991], [208.441, 185.308], [208.443, 186.598], [208.447, 187.863], [208.452, 189.107], [208.459, 190.332], [208.466, 191.543], [208.474, 192.74], [208.482, 193.929], [208.491, 195.112], [208.5, 196.291], [208.509, 197.471], [208.518, 198.653], [208.526, 199.842], [208.534, 201.04], [208.541, 202.25], [208.548, 203.475], [208.553, 204.719], [208.557, 205.984], [208.559, 207.274], [208.56, 208.591]]",actual,4.182,0.00288,0.03677,0.00049914,50.0
L0158,185,186,66,14.768,False,"[[170.64, 92.671], [177.72, 105.631]]",actual,2.5106,0.001729,0.022074,0.00029965,50.0
L0159,185,187,66,61.338,False,"[[170.64, 92.071], [171.846, 92.125], [173.052, 92.179], [174.258, 92.234], [175.465, 92.288], [176.672, 92.343], [177.879, 92.398], [179.087, 92.454], [180.296, 92.511], [181.505, 92.568], [182.715, 92.626], [183.926, 92.685], [185.138, 92.745], [186.351, 92.806], [187.565, 92.868], [188.781, 92.932], [189.997, 92.997], [191.216, 93.063], [192.435, 93.131], [193.657, 93.2], [194.88, 93.271], [212.28, 100.471], [223.92, 114.511]]",actual,10.4275,0.007181,0.091683,0.00124456,50.0
L0160,185,204,66,22.35,False,"[[162.96, 69.991], [168.84, 77.071], [170.16, 90.151]]",actual,3.7995,0.002617,0.033407,0.00045349,50.0
L0161,187,190,66,29.9,False,"[[218.76, 120.991], [205.08, 116.551], [203.64, 114.511], [191.4, 118.951]]",actual,5.083,0.003501,0.044692,0.00060668,50.0
L0162,188,200,66,30.31,False,"[[172.68, 143.431], [184.08, 126.751], [192.84, 131.791]]",actual,5.1527,0.003549,0.045305,0.000615,50.0
L0163,193,194,66,11.721,False,"[[166.8, 213.271], [175.44, 205.351]]",actual,1.9926,0.001372,0.01752,0.00023782,50.0
L0164,195,196,66,18.874,False,"[[195.0, 182.071], [178.68, 191.551]]",actual,3.2086,0.00221,0.028211,0.00038296,50.0
L0165,196,197,66,13.956,False,"[[179.04, 191.311], [166.68, 197.791]]",actual,2.3725,0.001634,0.02086,0.00028317,50.0
L0166,196,199,66,10.97,False,"[[179.16, 191.671], [175.44, 181.351]]",actual,1.8649,0.001284,0.016397,0.00022258,50.0
L0167,197,198,66,17.069,False,"[[162.48, 199.351], [146.64, 205.711]]",actual,2.9017,0.001998,0.025513,0.00034633,50.0
L0168,208,209,66,12.06,False,"[[763.44, 306.871], [751.44, 308.071]]",actual,2.0502,0.001412,0.018026,0.0002447,50.0
L0169,208,210,66,53.095,False,"[[765.6, 298.591], [766.92, 298.831], [772.08, 295.231], [774.72, 285.631], [779.04, 283.471], [780.48, 268.951], [783.0, 260.311], [783.96, 255.271], [785.88, 254.911]]",actual,9.0262,0.006216,0.079362,0.00107731,50.0
L0170,212,213,33,18.675,False,"[[410.16, 588.271], [410.394, 588.235], [410.628, 588.199], [410.862, 588.163], [411.097, 588.127], [411.332, 588.091], [411.567, 588.055], [411.803, 588.019], [412.04, 587.983], [412.277, 587.947], [412.515, 587.911], [412.754, 587.875], [412.994, 587.839], [413.235, 587.803], [413.477, 587.767], [413.721, 587.731], [413.965, 587.695], [414.212, 587.659], [414.459, 587.623], [414.709, 587.587], [414.96, 587.551], [415.645, 587.573], [416.331, 587.601], [417.019, 587.634], [417.708, 587.672], [418.399, 587.714], [419.09, 587.76], [419.782, 587.807], [420.474, 587.856], [421.167, 587.906], [421.86, 587.956], [422.553, 588.005], [423.246, 588.052], [423.938, 588.097], [424.63, 588.138], [425.321, 588.176], [426.012, 588.208], [426.701, 588.234], [427.389, 588.254], [428.075, 588.267], [428.76, 588.271]]",actual,3.1748,0.01653,0.113696,0.00010372,20.0
142C,214,215,33,28.067,False,"[[312.84, 859.231], [313.255, 859.313], [313.671, 859.378], [314.089, 859.43], [314.508, 859.47], [314.929, 859.501], [315.35, 859.525], [315.772, 859.544], [316.194, 859.56], [316.617, 859.575], [317.04, 859.591], [317.463, 859.611], [317.886, 859.637], [318.308, 859.671], [318.73, 859.715], [319.151, 859.771], [319.572, 859.842], [319.991, 859.929], [320.409, 860.035], [320.825, 860.161], [321.24, 860.311], [322.229, 860.36], [323.217, 860.399], [324.202, 860.428], [325.187, 860.449], [326.169, 860.463], [327.151, 860.47], [328.131, 860.471], [329.11, 860.467], [330.088, 860.458], [331.065, 860.446], [332.041, 860.431], [333.016, 860.415], [333.991, 860.397], [334.965, 860.379], [335.938, 860.362], [336.911, 860.346], [337.884, 860.332], [338.856, 860.321], [339.828, 860.314], [340.8, 860.311]]",actual,4.7714,0.024843,0.170876,0.00015588,20.0
L0171,220,221,33,33.173,False,"[[611.04, 222.391], [613.56, 218.311], [633.72, 230.551], [636.265, 226.491]]",actual,5.6394,0.029362,0.201962,0.00018424,20.0
L0172,220,221,33,60.78,False,"[[636.265, 226.491], [638.76, 222.511], [618.48, 210.151], [621.0, 206.071], [607.56, 209.071], [611.04, 222.391]]",actual,10.3326,0.053798,0.370038,0.00033757,20.0
G0173,238,145,66,13.29,False,,provisional,2.2593,0.001556,0.019865,0.00026966,50.0
G0174,239,145,66,10.57,False,,provisional,1.7969,0.001238,0.015799,0.00021447,50.0
B0175,122,158,66,20.425,False,,bridge,3.4723,0.002391,0.03053,0.00041443,50.0
B0176,68,209,66,36.926,False,,provisional,6.2774,0.004323,0.055194,0.00074924,50.0
B0177,121,99,66,14.105,False,,bridge,2.3979,0.001651,0.021083,0.00028619,50.0
B0178,206,140,66,39.811,False,,provisional,6.7679,0.004661,0.059506,0.00080778,50.0
B0179,92,168,66,18.254,False,,bridge,3.1032,0.002137,0.027285,0.00037038,50.0
B0180,159,215,66,39.995,False,,provisional,6.7992,0.004683,0.059781,0.00081151,50.0
B0181,230,221,66,38.351,False,,provisional,6.5197,0.00449,0.057324,0.00077815,50.0
B0182,220,31,66,30.16,False,,provisional,5.1272,0.003531,0.045081,0.00061195,50.0
B0183,6,18,66,18.998,False,,bridge,3.2297,0.002224,0.028397,0.00038547,50.0
B0184,29,21,66,18.922,False,,bridge,3.2167,0.002215,0.028283,0.00038393,50.0
B0185,26,28,66,12.522,False,,bridge,2.1287,0.001466,0.018717,0.00025407,50.0
B0186,4,32,66,56.543,False,,provisional,9.6123,0.00662,0.084516,0.00114727,50.0
B0187,20,17,66,16.473,False,,bridge,2.8004,0.001929,0.024623,0.00033424,50.0
B0188,62,141,66,59.16,False,,provisional,10.0572,0.006926,0.088428,0.00120037,50.0
B0189,116,142,66,45.848,False,,provisional,7.7942,0.005368,0.06853,0.00093027,50.0
B0190,73,160,66,31.93,False,,provisional,5.4281,0.003738,0.047726,0.00064787,50.0
B0191,141,165,66,37.884,False,,provisional,6.4403,0.004435,0.056626,0.00076868,50.0
B0192,149,174,66,21.395,False,,bridge,3.6372,0.002505,0.03198,0.00043411,50.0
B0193,119,176,66,24.443,False,,provisional,4.1553,0.002862,0.036535,0.00049595,50.0
B0194,100,178,66,43.337,False,,provisional,7.3673,0.005074,0.064777,0.00087932,50.0
B0195,170,207,66,42.237,False,,provisional,7.1803,0.004945,0.063132,0.000857,50.0
B0196,175,222,66,48.941,False,,provisional,8.32,0.00573,0.073153,0.00099303,50.0
B0197,222,223,66,27.243,False,,provisional,4.6313,0.00319,0.040721,0.00055277,50.0
B0198,78,225,66,59.928,False,,provisional,10.1878,0.007016,0.089576,0.00121595,50.0
B0199,225,224,66,17.712,False,,bridge,3.011,0.002074,0.026474,0.00035938,50.0
B0200,214,227,66,38.411,False,,provisional,6.5299,0.004497,0.057414,0.00077937,50.0
B0201,87,231,66,39.258,False,,provisional,6.6739,0.004596,0.05868,0.00079655,50.0
B0202,231,232,66,12.282,False,,bridge,2.0879,0.001438,0.018358,0.0002492,50.0
B0203,160,233,66,53.737,False,,provisional,9.1353,0.006292,0.080322,0.00109034,50.0
I0204,223,163,66,67.131,False,,inset_provisional,11.4123,0.00786,0.100342,0.0013621,50.0
I0205,216,148,66,89.772,False,,inset_provisional,15.2612,0.01051,0.134184,0.0018215,50.0
I0206,66,89,66,145.172,False,,inset_provisional,24.6792,0.016997,0.216991,0.00294558,50.0
I0207,109,154,66,48.96,False,,inset_provisional,8.3232,0.005732,0.073181,0.00099341,50.0
I0208,128,198,66,96.825,False,,inset_provisional,16.4603,0.011336,0.144726,0.0019646,50.0
I0209,192,190,66,53.035,False,,inset_provisional,9.016,0.006209,0.079272,0.00107609,50.0
I0210,174,177,66,77.365,False,,inset_provisional,13.1521,0.009058,0.115639,0.00156976,50.0
I0211,166,93,66,73.229,False,,inset_provisional,12.4489,0.008574,0.109457,0.00148583,50.0
I0212,94,96,66,22.127,False,,inset_provisional,3.7616,0.002591,0.033074,0.00044896,50.0
I0213,152,104,66,125.995,False,,inset_provisional,21.4192,0.014751,0.188327,0.00255647,50.0
I0214,95,132,66,15.844,False,,inset_provisional,2.6935,0.001855,0.023682,0.00032148,50.0
I0215,199,200,66,38.02,False,,inset_provisional,6.4634,0.004451,0.056829,0.00077144,50.0
I0216,183,194,66,33.217,False,,inset_provisional,5.6469,0.003889,0.04965,0.00067398,50.0
I0217,167,213,66,90.675,False,,inset_provisional,15.4148,0.010616,0.135534,0.00183982,50.0
I0218,131,129,66,28.267,False,,inset_provisional,4.8054,0.003309,0.042251,0.00057354,50.0
I0219,129,130,66,13.87,False,,inset_provisional,2.3579,0.001624,0.020732,0.00028143,50.0
I0220,130,133,66,17.201,False,,inset_provisional,2.9242,0.002014,0.025711,0.00034901,50.0
I0221,138,136,66,80.525,False,,inset_provisional,13.6893,0.009428,0.120362,0.00163387,50.0
I0222,193,143,66,105.079,False,,inset_provisional,17.8634,0.012303,0.157064,0.00213208,50.0
I0223,103,146,66,74.844,False,,inset_provisional,12.7235,0.008763,0.111871,0.0015186,50.0
I0224,186,189,66,24.712,False,,inset_provisional,4.201,0.002893,0.036938,0.00050141,50.0
I0225,202,203,66,79.196,False,,inset_provisional,13.4633,0.009272,0.118376,0.00160691,50.0
I0226,233,205,66,129.974,False,,inset_provisional,22.0956,0.015217,0.194275,0.0026372,50.0
I0227,212,211,66,46.144,False,,inset_provisional,7.8445,0.005403,0.068972,0.00093627,50.0
I0228,227,218,66,143.599,False,,inset_provisional,24.4118,0.016813,0.21464,0.00291366,50.0
I0229,203,219,66,69.059,False,,inset_provisional,11.74,0.008085,0.103224,0.00140122,50.0
I0230,72,226,66,63.183,False,,inset_provisional,10.7411,0.007397,0.094441,0.001282,50.0
I0231,136,228,66,40.282,False,,inset_provisional,6.8479,0.004716,0.06021,0.00081733,50.0
I0232,218,234,66,67.024,False,,inset_provisional,11.3941,0.007847,0.100182,0.00135993,50.0
I0233,234,235,66,15.39,False,,inset_provisional,2.6163,0.001802,0.023004,0.00031227,50.0
I0234,135,236,66,29.4,False,,inset_provisional,4.998,0.003442,0.043945,0.00059653,50.0
I0235,235,237,66,21.277,False,,inset_provisional,3.6171,0.002491,0.031803,0.00043172,50.0
